Batch Size,Sequential Prop,Average Sequential Loss,Total Training Time,Total Peak Memory,Test Loss
40,0.25,0.013121,5.419660806655884,477.02,0.0131
40,0.3,0.013894,5.494515419006348,443.78,0.01364
40,0.35,0.013728,5.557528495788574,417.02,0.01354
40,0.4,0.012833,5.648504018783569,381.67,0.01291
40,0.45,0.013256,5.754593372344971,350.62,0.01319
40,0.5,0.014105,5.924607753753662,320.89,0.01363
40,0.55,0.013146,5.892520189285278,328.44,0.01307
40,0.6,0.012825,6.041995048522949,342.81,0.01289
40,0.65,0.012986,5.984917879104614,356.03,0.01304
40,0.7,0.012778,6.161447525024414,370.77,0.01286
40,0.75,0.013009,6.232395172119141,383.74,0.01299
40,0.8,0.012928,6.24008321762085,397.43,0.013
40,0.85,0.012791,6.326682806015015,411.7,0.01294
40,0.9,0.012712,6.3541460037231445,425.03,0.01287
40,0.95,0.012708,6.547039031982422,438.83,0.01283
40,0.96,0.012771,6.481705904006958,441.59,0.01295
40,0.97,0.012711,6.544316530227661,444.35,0.01289
40,0.98,0.012862,6.663119316101074,447.11,0.01306
40,0.99,0.012689,6.6096765995025635,449.87,0.0129
45,0.05,0.013098,5.0548200607299805,599.06,0.01302
45,0.1,0.013841,5.176735877990723,573.02,0.01369
45,0.15,0.012926,5.222907781600952,537.1,0.01286
45,0.2,0.012977,5.259765863418579,505.89,0.01299
45,0.25,0.012997,5.3575170040130615,477.02,0.01312
45,0.3,0.013357,5.4574034214019775,443.78,0.01332
45,0.35,0.013094,5.455390930175781,417.02,0.01309
45,0.4,0.012959,5.627676963806152,381.67,0.01301
45,0.45,0.012867,5.678016185760498,350.62,0.0129
45,0.5,0.012995,5.725952863693237,320.89,0.01306
45,0.55,0.012919,5.763967752456665,329.47,0.01302
45,0.6,0.013095,5.755121469497681,343.98,0.01305
45,0.65,0.012864,5.841959714889526,357.25,0.01295
45,0.7,0.013397,5.966418027877808,372.07,0.0132
45,0.75,0.012803,6.0238425731658936,385.19,0.01291
45,0.8,0.012923,6.154347658157349,398.92,0.01293
45,0.85,0.012957,6.216014623641968,413.28,0.01295
45,0.9,0.012907,6.303619146347046,426.75,0.01304
45,0.95,0.012682,6.364889144897461,440.59,0.01286
45,0.96,0.012791,6.437109708786011,443.41,0.01298
45,0.97,0.012988,6.468180894851685,446.15,0.0132
45,0.98,0.012805,6.4284749031066895,448.92,0.01304
45,0.99,0.012713,6.5431554317474365,451.75,0.01294
50,0.05,0.013575,5.010404586791992,599.06,0.01354
50,0.1,0.013127,5.065394401550293,573.02,0.01313
50,0.15,0.013008,5.184061765670776,537.1,0.0132
50,0.2,0.01334,5.237116575241089,505.89,0.0133
50,0.25,0.012993,5.313074588775635,477.02,0.01302
50,0.3,0.012895,5.3654465675354,443.78,0.01292
50,0.35,0.013551,5.471392631530762,417.02,0.01334
50,0.4,0.013548,5.466588973999023,381.67,0.01352
50,0.45,0.013061,5.644959211349487,350.62,0.01319
50,0.5,0.013015,5.652909517288208,320.89,0.01301
50,0.55,0.013049,5.711878061294556,330.91,0.01311
50,0.6,0.013105,5.723664283752441,345.5,0.01307
50,0.65,0.012774,5.830020427703857,358.93,0.01284
50,0.7,0.013233,5.839878082275391,373.88,0.01307
50,0.75,0.0128,5.920475721359253,387.06,0.01289
50,0.8,0.0128,5.988617897033691,400.96,0.01288
50,0.85,0.012847,6.071711778640747,415.44,0.01288
50,0.9,0.012815,6.126720428466797,428.98,0.01292
50,0.95,0.012778,6.246105194091797,442.99,0.01294
50,0.96,0.012658,6.216667413711548,445.7,0.01283
50,0.97,0.012664,6.33081316947937,448.5,0.01277
50,0.98,0.012679,6.273303508758545,451.3,0.01285
50,0.99,0.012564,6.229043483734131,454.1,0.01282
55,0.05,0.012947,4.9925196170806885,599.06,0.01296
55,0.1,0.012944,5.08515191078186,573.02,0.01301
55,0.15,0.013255,5.19833517074585,537.1,0.0133
55,0.2,0.014226,5.190412998199463,505.89,0.01405
55,0.25,0.013268,5.30070686340332,477.02,0.01319
55,0.3,0.013085,5.282966375350952,443.78,0.01307
55,0.35,0.012929,5.42927622795105,417.02,0.01294
55,0.4,0.012842,5.526884317398071,381.67,0.01299
55,0.45,0.012901,5.46416711807251,350.62,0.01295
55,0.5,0.013171,5.6155595779418945,320.89,0.01305
55,0.55,0.013163,5.711517810821533,331.6,0.01304
55,0.6,0.012875,5.652393579483032,346.1,0.01297
55,0.65,0.012941,5.720715522766113,359.59,0.01294
55,0.7,0.012883,5.736914873123169,374.68,0.01298
55,0.75,0.01264,5.845411539077759,387.83,0.01274
55,0.8,0.012818,5.888303279876709,401.83,0.01292
55,0.85,0.012953,5.916627407073975,416.36,0.01299
55,0.9,0.012935,6.0934600830078125,429.92,0.01283
55,0.95,0.013009,6.052456617355347,444.08,0.01304
55,0.96,0.012903,6.075273752212524,446.84,0.01303
55,0.97,0.012739,6.074218511581421,449.61,0.01286
55,0.98,0.012801,6.150903224945068,452.42,0.01296
55,0.99,0.012672,6.099614858627319,455.38,0.01288
60,0.05,0.013127,4.9859466552734375,599.06,0.01336
60,0.1,0.014041,5.067650079727173,573.02,0.01382
60,0.15,0.013908,5.081528663635254,537.1,0.01392
60,0.2,0.013903,5.175406455993652,505.89,0.01386
60,0.25,0.013806,5.101773977279663,477.02,0.01368
60,0.3,0.013134,5.2910988330841064,443.78,0.01317
60,0.35,0.01307,5.330198049545288,417.02,0.01305
60,0.4,0.013041,5.397078275680542,381.67,0.01307
60,0.45,0.013765,5.472448348999023,350.62,0.01356
60,0.5,0.012906,5.491020917892456,320.89,0.01295
60,0.55,0.012798,5.610900640487671,333.05,0.01294
60,0.6,0.013356,5.556156158447266,347.82,0.01315
60,0.65,0.012847,5.585058927536011,361.43,0.013
60,0.7,0.012767,5.709529399871826,376.55,0.01289
60,0.75,0.012911,5.756561517715454,389.92,0.01296
60,0.8,0.012819,5.816542148590088,404.0,0.01292
60,0.85,0.012897,5.8551130294799805,418.65,0.01296
60,0.9,0.012718,5.829103946685791,432.38,0.01285
60,0.95,0.012687,5.935193300247192,446.56,0.01289
60,0.96,0.01281,5.950743913650513,449.4,0.01297
60,0.97,0.0128,5.956101417541504,452.24,0.01292
60,0.98,0.012776,6.038696527481079,455.08,0.01296
60,0.99,0.012572,6.0315752029418945,457.92,0.0128
65,0.05,0.013495,5.060469627380371,599.06,0.01337
65,0.1,0.013456,5.107696533203125,573.02,0.01352
65,0.15,0.012963,5.179031133651733,537.1,0.01284
65,0.2,0.012831,5.22096586227417,505.89,0.01293
65,0.25,0.014404,5.3143651485443115,477.02,0.01409
65,0.3,0.013061,5.380836009979248,443.78,0.01304
65,0.35,0.013118,5.423170328140259,417.02,0.01311
65,0.4,0.012982,5.4807655811309814,381.67,0.01296
65,0.45,0.012741,5.608897924423218,350.62,0.01282
65,0.5,0.013433,5.670776128768921,320.89,0.01323
65,0.55,0.013253,5.73847222328186,334.19,0.01317
65,0.6,0.012713,5.700535297393799,349.11,0.01279
65,0.65,0.012707,5.816297292709351,362.88,0.01282
65,0.7,0.012898,5.893900394439697,378.05,0.01299
65,0.75,0.01279,5.950065612792969,391.48,0.01287
65,0.8,0.012697,6.093905210494995,405.61,0.01285
65,0.85,0.012782,6.072802782058716,420.32,0.01285
65,0.9,0.012749,6.162306308746338,434.11,0.0129
65,0.95,0.012835,6.2439775466918945,448.4,0.01292
65,0.96,0.012603,6.265193223953247,451.45,0.01275
65,0.97,0.012795,6.206230401992798,454.17,0.01295
65,0.98,0.012792,6.206805229187012,457.02,0.01291
65,0.99,0.012725,6.318484783172607,460.03,0.01295
70,0.05,0.013179,4.988825798034668,599.06,0.01319
70,0.1,0.013199,5.146963357925415,573.02,0.01321
70,0.15,0.012733,5.092059850692749,537.1,0.01288
70,0.2,0.012824,5.309360027313232,505.89,0.01295
70,0.25,0.013538,5.232817888259888,477.02,0.01355
70,0.3,0.012977,5.3152148723602295,443.78,0.01304
70,0.35,0.013208,5.352329969406128,417.02,0.0132
70,0.4,0.013156,5.4272685050964355,381.67,0.01318
70,0.45,0.012849,5.568206548690796,350.62,0.01293
70,0.5,0.013433,5.6438658237457275,321.04,0.0132
70,0.55,0.013394,5.703042030334473,334.89,0.01325
70,0.6,0.01322,5.710287094116211,349.63,0.01307
70,0.65,0.012954,5.696760654449463,363.5,0.01307
70,0.7,0.013142,5.87566065788269,378.98,0.0131
70,0.75,0.013329,5.850327730178833,392.32,0.01314
70,0.8,0.012791,5.911738395690918,406.46,0.01283
70,0.85,0.012801,6.027055025100708,421.46,0.01292
70,0.9,0.012805,6.063896417617798,435.35,0.01292
70,0.95,0.012598,6.115365743637085,449.51,0.01277
70,0.96,0.012676,6.172902584075928,452.48,0.01287
70,0.97,0.012917,6.19337010383606,455.44,0.01301
70,0.98,0.012837,6.156199932098389,458.41,0.01302
70,0.99,0.012616,6.243011713027954,461.18,0.01286
75,0.05,0.014064,5.03850245475769,599.06,0.01425
75,0.1,0.013401,5.059962511062622,573.02,0.01334
75,0.15,0.013101,5.139446020126343,537.1,0.01312
75,0.2,0.01299,5.214318513870239,505.89,0.01303
75,0.25,0.012877,5.274338006973267,477.02,0.01288
75,0.3,0.012966,5.329678773880005,443.78,0.01296
75,0.35,0.012855,5.3526694774627686,417.02,0.01286
75,0.4,0.012765,5.4411866664886475,381.67,0.01295
75,0.45,0.01274,5.564216136932373,350.62,0.01284
75,0.5,0.012917,5.528686761856079,322.02,0.0129
75,0.55,0.012847,5.605505704879761,335.95,0.01292
75,0.6,0.013083,5.613413333892822,350.96,0.01304
75,0.65,0.013107,5.716527938842773,364.82,0.01299
75,0.7,0.012884,5.736164331436157,380.18,0.01295
75,0.75,0.012922,5.789196014404297,393.79,0.01297
75,0.8,0.012836,5.920921325683594,408.11,0.01294
75,0.85,0.012715,5.898035287857056,423.01,0.01286
75,0.9,0.012717,5.999737739562988,436.97,0.01289
75,0.95,0.012759,6.079758405685425,451.41,0.01295
75,0.96,0.012764,6.096419334411621,454.01,0.013
75,0.97,0.012695,6.132333278656006,457.03,0.01288
75,0.98,0.012799,6.102885007858276,459.92,0.01303
75,0.99,0.012777,6.065458297729492,462.66,0.01301
80,0.05,0.013268,5.09970235824585,599.06,0.01348
80,0.1,0.016224,5.018486022949219,573.02,0.01587
80,0.15,0.012662,5.135963439941406,537.1,0.01284
80,0.2,0.013028,5.1807861328125,505.89,0.0131
80,0.25,0.01363,5.227691888809204,477.02,0.01354
80,0.3,0.013005,5.31866455078125,443.78,0.01305
80,0.35,0.01287,5.397385597229004,417.02,0.01292
80,0.4,0.013595,5.373993635177612,381.67,0.01342
80,0.45,0.013162,5.515722274780273,350.62,0.01314
80,0.5,0.012966,5.572305917739868,322.81,0.01303
80,0.55,0.01285,5.645392656326294,336.8,0.01289
80,0.6,0.013146,5.633756160736084,351.88,0.01293
80,0.65,0.013077,5.622338533401489,365.81,0.01306
80,0.7,0.012974,5.715565919876099,381.24,0.01292
80,0.75,0.012936,5.758680582046509,394.92,0.013
80,0.8,0.01285,5.826959848403931,409.31,0.01287
80,0.85,0.013098,5.9027183055877686,424.28,0.01295
80,0.9,0.013262,6.0194292068481445,438.32,0.013
80,0.95,0.012802,6.025254487991333,452.82,0.01296
80,0.96,0.012843,6.042175769805908,455.72,0.01296
80,0.97,0.012882,6.078904151916504,458.62,0.01308
80,0.98,0.012757,6.014132499694824,461.52,0.01293
80,0.99,0.012656,6.0332190990448,464.42,0.01288
85,0.05,0.013115,5.013917446136475,599.06,0.01286
85,0.1,0.013355,5.063142538070679,573.02,0.01348
85,0.15,0.013155,5.114803314208984,537.1,0.01307
85,0.2,0.012918,5.2145397663116455,505.89,0.01305
85,0.25,0.013107,5.22323751449585,477.02,0.01315
85,0.3,0.01368,5.261627912521362,443.78,0.01356
85,0.35,0.012955,5.408119201660156,417.02,0.01299
85,0.4,0.012873,5.329754590988159,381.67,0.01299
85,0.45,0.012958,5.454734802246094,350.62,0.013
85,0.5,0.012857,5.543239116668701,323.77,0.013
85,0.55,0.012613,5.598094940185547,337.83,0.01272
85,0.6,0.012831,5.507649183273315,353.22,0.01294
85,0.65,0.012848,5.625419855117798,367.36,0.01294
85,0.7,0.012837,5.6824774742126465,382.73,0.01292
85,0.75,0.012755,5.658188343048096,396.37,0.01285
85,0.8,0.012889,5.856121301651001,411.07,0.01303
85,0.85,0.013218,5.785027742385864,426.36,0.01329
85,0.9,0.012968,5.938837766647339,440.32,0.01317
85,0.95,0.012969,5.937962293624878,454.74,0.01315
85,0.96,0.012757,6.0224809646606445,457.96,0.01292
85,0.97,0.012725,5.892051696777344,460.78,0.01292
85,0.98,0.012688,6.043266773223877,463.56,0.01289
85,0.99,0.01279,5.99973726272583,466.77,0.01303
90,0.05,0.012839,4.952108144760132,599.06,0.01305
90,0.1,0.013054,5.116242170333862,573.02,0.01308
90,0.15,0.012978,5.154535531997681,537.1,0.01317
90,0.2,0.013243,5.109916925430298,505.89,0.01342
90,0.25,0.012829,5.152851343154907,477.02,0.01294
