Batch Size,Sequential Prop,Average Sequential Loss,Total Training Time,Total Peak Memory,Test Loss
1,0.99,0.012475,43.791423082351685,66.66,0.01795
1,0.97,0.00887,42.93203544616699,105.75,0.01461
1,0.95,0.008216,42.23598074913025,151.94,0.01397
10,0.99,0.012924,12.333296298980713,1918.77,0.01832
30,0.5,0.007865,8.726807832717896,1308.16,0.0133
