Batch Size,Sequential Prop,Average Sequential Loss,Total Training Time,Total Peak Memory,Test Loss
10,0.85,0.010494,8.722247838973999,405.53,0.01033
10,0.9,0.01049,8.956065654754639,418.51,0.01034
10,0.95,0.010577,9.173758745193481,431.95,0.01046
10,0.96,0.010533,9.183347940444946,434.64,0.01042
10,0.97,0.010834,9.123722076416016,437.33,0.01073
10,0.98,0.010676,9.156533002853394,440.02,0.01058
10,0.99,0.010421,9.200879573822021,442.71,0.01036
15,0.05,0.010964,5.115562677383423,599.06,0.01067
15,0.1,0.010796,5.191961288452148,573.02,0.01054
15,0.15,0.010834,5.348344802856445,537.1,0.01056
15,0.2,0.010746,5.470695495605469,505.89,0.01056
15,0.25,0.01083,5.659605503082275,477.02,0.01061
15,0.3,0.010541,5.7154381275177,443.78,0.01035
15,0.35,0.010594,6.0011773109436035,417.02,0.01043
15,0.4,0.010556,6.090143918991089,381.67,0.01035
15,0.45,0.010566,6.341314077377319,350.62,0.01039
15,0.5,0.010636,6.32058310508728,320.89,0.01046
15,0.55,0.010625,6.580809116363525,323.55,0.01046
15,0.6,0.010682,6.66074800491333,337.5,0.0105
15,0.65,0.010633,6.754933834075928,350.29,0.01044
15,0.7,0.010635,6.887164354324341,364.59,0.01046
15,0.75,0.01063,7.031954288482666,377.14,0.01045
15,0.8,0.01064,7.190929412841797,390.39,0.01041
15,0.85,0.010466,7.294223308563232,404.23,0.01035
15,0.9,0.010616,7.512145280838013,417.13,0.01048
15,0.95,0.010622,7.64141321182251,430.5,0.01048
15,0.96,0.010417,7.533658504486084,433.18,0.01028
15,0.97,0.010607,7.643548011779785,435.85,0.01049
15,0.98,0.010579,7.712663650512695,438.52,0.01047
15,0.99,0.01045,7.812959671020508,441.2,0.01036
20,0.05,0.010455,5.089383602142334,599.06,0.01034
20,0.1,0.010548,5.113189935684204,573.02,0.01031
20,0.15,0.010667,5.203686237335205,537.1,0.01055
20,0.2,0.010795,5.4143500328063965,505.89,0.01059
20,0.25,0.01069,5.491405487060547,477.02,0.01049
20,0.3,0.010612,5.543133735656738,443.78,0.01049
20,0.35,0.010506,5.760412931442261,417.02,0.01033
20,0.4,0.010466,5.7549824714660645,381.67,0.01026
20,0.45,0.010542,5.882330894470215,350.62,0.01036
20,0.5,0.010636,6.017739772796631,320.89,0.01045
20,0.55,0.010632,6.043761253356934,325.73,0.0104
20,0.6,0.010557,6.181710481643677,339.87,0.01038
20,0.65,0.010583,6.424245834350586,352.86,0.01042
20,0.7,0.010535,6.345014572143555,367.36,0.01035
20,0.75,0.010736,6.595369100570679,380.1,0.01057
20,0.8,0.010458,6.539042949676514,393.55,0.01027
20,0.85,0.010612,6.750934362411499,407.58,0.01044
20,0.9,0.010439,6.76504921913147,420.68,0.01032
20,0.95,0.01059,6.87943434715271,434.25,0.01044
20,0.96,0.010494,6.898160219192505,436.96,0.01038
20,0.97,0.01055,6.906495094299316,439.67,0.01045
20,0.98,0.010496,6.9319047927856445,442.38,0.01039
20,0.99,0.010494,7.059724569320679,445.1,0.01039
25,0.05,0.010749,5.024975061416626,599.06,0.01054
25,0.1,0.010876,5.089086055755615,573.02,0.01057
25,0.15,0.010602,5.20072078704834,537.1,0.0104
25,0.2,0.010607,5.314018249511719,505.89,0.01041
25,0.25,0.010504,5.441606760025024,477.02,0.01035
25,0.3,0.010727,5.420192003250122,443.78,0.01055
25,0.35,0.010702,5.58905553817749,417.02,0.01046
25,0.4,0.010538,5.650534391403198,381.67,0.01039
25,0.45,0.010733,5.75894570350647,350.62,0.01054
25,0.5,0.010823,5.794581890106201,320.89,0.01056
25,0.55,0.010631,5.922729015350342,326.02,0.01048
25,0.6,0.010734,6.009565591812134,340.19,0.01056
25,0.65,0.010598,6.011875867843628,353.2,0.01037
25,0.7,0.01063,6.132418870925903,367.72,0.01042
25,0.75,0.010691,6.1259825229644775,380.48,0.01052
25,0.8,0.01061,6.235153436660767,393.96,0.01042
25,0.85,0.010497,6.30605936050415,408.01,0.01033
25,0.9,0.010624,6.452827453613281,421.14,0.01046
25,0.95,0.010586,6.5521156787872314,434.72,0.01041
25,0.96,0.010518,6.54148268699646,437.44,0.0104
25,0.97,0.01044,6.609940528869629,440.16,0.01033
25,0.98,0.010613,6.666719913482666,442.88,0.01049
25,0.99,0.010531,6.61537766456604,445.59,0.01044
30,0.05,0.010571,5.041295528411865,599.06,0.01043
30,0.1,0.01055,5.082098722457886,573.02,0.01036
30,0.15,0.010582,5.243095636367798,537.1,0.01044
30,0.2,0.010667,5.213855266571045,505.89,0.01045
30,0.25,0.010513,5.195285320281982,477.02,0.01033
30,0.3,0.010677,5.303645133972168,443.78,0.01046
30,0.35,0.010629,5.42592191696167,417.02,0.01041
30,0.4,0.010719,5.438082218170166,381.67,0.01045
30,0.45,0.010485,5.581394672393799,350.62,0.01037
30,0.5,0.010744,5.645313024520874,320.89,0.01055
30,0.55,0.010569,5.747979640960693,327.08,0.01039
30,0.6,0.010722,5.750449895858765,341.34,0.01053
30,0.65,0.010772,5.779006242752075,354.45,0.0106
30,0.7,0.010562,5.883058309555054,369.06,0.01037
30,0.75,0.010655,5.9762513637542725,381.92,0.01048
30,0.8,0.01073,6.016935110092163,395.49,0.01056
30,0.85,0.01078,6.074793338775635,409.64,0.01058
30,0.9,0.010589,6.084555387496948,422.85,0.01046
30,0.95,0.010401,6.186375379562378,436.54,0.01029
30,0.96,0.010555,6.2237584590911865,439.27,0.01043
30,0.97,0.010537,6.194453477859497,442.01,0.01044
30,0.98,0.01051,6.26200270652771,444.75,0.0104
30,0.99,0.010593,6.263753175735474,447.48,0.01053
35,0.05,0.010445,5.105761766433716,599.06,0.01038
35,0.1,0.010675,5.10617733001709,573.02,0.01041
35,0.15,0.010736,5.333510160446167,537.1,0.01052
35,0.2,0.010564,5.356717586517334,505.89,0.01035
35,0.25,0.010641,5.479070425033569,477.02,0.01044
35,0.3,0.010453,5.553340911865234,443.78,0.01033
35,0.35,0.010695,5.592912197113037,417.02,0.01044
35,0.4,0.010696,5.653354167938232,381.67,0.01048
35,0.45,0.010502,5.733099699020386,350.62,0.01031
35,0.5,0.010552,5.907253265380859,320.89,0.01037
35,0.55,0.01079,5.974287986755371,327.85,0.01059
35,0.6,0.010561,6.148612976074219,342.18,0.01037
35,0.65,0.010676,6.093056678771973,355.35,0.01048
35,0.7,0.010442,6.266205072402954,370.03,0.01027
35,0.75,0.010719,6.345782041549683,382.96,0.01054
35,0.8,0.010565,6.454660654067993,396.6,0.01042
35,0.85,0.010621,6.503846645355225,410.81,0.01048
35,0.9,0.010493,6.69342565536499,424.09,0.01038
35,0.95,0.010627,6.719304800033569,437.84,0.01051
35,0.96,0.010565,6.7709832191467285,440.59,0.01046
35,0.97,0.010594,6.788393974304199,443.34,0.01049
35,0.98,0.010577,6.769178152084351,446.09,0.01049
35,0.99,0.010431,6.813660621643066,448.84,0.01035
40,0.05,0.010766,5.031352519989014,599.06,0.0106
40,0.1,0.010619,5.103779554367065,573.02,0.01051
40,0.15,0.010701,5.284558057785034,537.1,0.01046
40,0.2,0.010809,5.277973175048828,505.89,0.01061
40,0.25,0.010514,5.409165859222412,477.02,0.01028
40,0.3,0.010667,5.555622339248657,443.78,0.01047
40,0.35,0.0107,5.541167736053467,417.02,0.01045
40,0.4,0.010723,5.60790753364563,381.67,0.01051
40,0.45,0.010437,5.754249095916748,350.62,0.01024
40,0.5,0.010638,5.803446531295776,320.89,0.01047
40,0.55,0.010716,5.941515684127808,328.44,0.01048
40,0.6,0.010668,5.9954938888549805,342.81,0.01045
40,0.65,0.01052,6.06474757194519,356.03,0.01034
40,0.7,0.010504,6.066643953323364,370.77,0.01035
40,0.75,0.010604,6.143910884857178,383.74,0.01041
40,0.8,0.010654,6.27321457862854,397.43,0.01048
40,0.85,0.010597,6.411682844161987,411.7,0.01045
40,0.9,0.010621,6.44327974319458,425.03,0.01046
40,0.95,0.010566,6.525532007217407,438.83,0.01043
40,0.96,0.010501,6.554372787475586,441.59,0.0104
40,0.97,0.010353,6.667731761932373,444.35,0.01029
40,0.98,0.010451,6.638369798660278,447.11,0.0104
40,0.99,0.010424,6.575480937957764,449.87,0.01036
45,0.05,0.010749,5.029237508773804,599.06,0.01058
45,0.1,0.010737,5.188111305236816,573.02,0.0105
45,0.15,0.010778,5.229184150695801,537.1,0.01055
45,0.2,0.010776,5.236882448196411,505.89,0.01056
45,0.25,0.010513,5.356377840042114,477.02,0.01031
45,0.3,0.010715,5.437986135482788,443.78,0.01054
45,0.35,0.010483,5.52445125579834,417.02,0.01035
45,0.4,0.010579,5.62392258644104,381.67,0.01039
45,0.45,0.010782,5.60168194770813,350.62,0.01062
45,0.5,0.010762,5.771283388137817,320.89,0.01053
45,0.55,0.010495,5.778645277023315,329.47,0.0103
45,0.6,0.010593,5.848520278930664,343.98,0.01039
45,0.65,0.010551,5.9565229415893555,357.25,0.01039
45,0.7,0.010473,5.937012672424316,372.07,0.01034
45,0.75,0.010649,6.040398836135864,385.19,0.01046
45,0.8,0.010464,6.1767048835754395,398.92,0.01028
45,0.85,0.010522,6.213425874710083,413.28,0.01037
45,0.9,0.010661,6.288248062133789,426.75,0.01051
45,0.95,0.010543,6.341512441635132,440.59,0.01041
45,0.96,0.010483,6.3918468952178955,443.41,0.01039
45,0.97,0.010577,6.383617162704468,446.15,0.01049
45,0.98,0.010616,6.498114824295044,448.92,0.0105
45,0.99,0.010514,6.4685492515563965,451.75,0.01045
50,0.05,0.010704,5.11130166053772,599.06,0.01047
50,0.1,0.010482,5.084716796875,573.02,0.01029
50,0.15,0.010635,5.131665468215942,537.1,0.01045
50,0.2,0.01093,5.204369783401489,505.89,0.01077
50,0.25,0.010749,5.260305404663086,477.02,0.01056
50,0.3,0.010842,5.348295450210571,443.78,0.01064
50,0.35,0.010437,5.43881630897522,417.02,0.01028
50,0.4,0.01046,5.504177093505859,381.67,0.01034
50,0.45,0.010727,5.611733913421631,350.62,0.01049
50,0.5,0.010608,5.674664497375488,320.89,0.01038
50,0.55,0.010517,5.843188762664795,330.91,0.01034
50,0.6,0.010624,5.709109783172607,345.5,0.01044
50,0.65,0.010661,5.790051460266113,358.93,0.01046
50,0.7,0.010617,5.855114459991455,373.88,0.01041
50,0.75,0.010578,5.8835344314575195,387.06,0.0104
50,0.8,0.010683,6.068901300430298,400.96,0.01053
50,0.85,0.010491,6.1541666984558105,415.44,0.01035
50,0.9,0.010525,6.182862281799316,428.98,0.01038
50,0.95,0.01052,6.240769863128662,442.99,0.0104
50,0.96,0.010434,6.2112040519714355,445.7,0.0103
50,0.97,0.010411,6.20819091796875,448.5,0.01031
50,0.98,0.010378,6.2901506423950195,451.3,0.01028
50,0.99,0.010355,6.2822887897491455,454.1,0.01029
55,0.05,0.010558,5.02396035194397,599.06,0.01043
55,0.1,0.010591,5.138329029083252,573.02,0.01043
55,0.15,0.010455,5.180409908294678,537.1,0.01032
55,0.2,0.010687,5.243610620498657,505.89,0.01055
55,0.25,0.010594,5.310132741928101,477.02,0.01044
55,0.3,0.010624,5.343245029449463,443.78,0.01045
55,0.35,0.010473,5.466829538345337,417.02,0.01032
55,0.4,0.010601,5.472404479980469,381.67,0.01043
55,0.45,0.010458,5.562082529067993,350.62,0.01028
55,0.5,0.01077,5.625162124633789,320.89,0.01057
55,0.55,0.010483,5.618109464645386,331.6,0.01031
55,0.6,0.010617,5.689207077026367,346.1,0.01042
55,0.65,0.010478,5.756190299987793,359.59,0.01033
55,0.7,0.010594,5.703632354736328,374.68,0.01039
55,0.75,0.010609,5.850413799285889,387.83,0.01044
55,0.8,0.010549,5.94037938117981,401.83,0.01041
55,0.85,0.010508,5.8977367877960205,416.36,0.01037
55,0.9,0.010303,6.037732362747192,429.92,0.01017
55,0.95,0.010525,6.114118814468384,444.08,0.0104
55,0.96,0.010574,6.12320876121521,446.84,0.01046
55,0.97,0.010399,6.115573406219482,449.61,0.01032
55,0.98,0.010637,6.08121657371521,452.42,0.01055
55,0.99,0.010461,6.143356561660767,455.38,0.01041
60,0.05,0.010693,4.951557159423828,599.06,0.01048
60,0.1,0.010843,5.0995612144470215,573.02,0.01063
60,0.15,0.010774,5.213425159454346,537.1,0.01062
60,0.2,0.010623,5.22894811630249,505.89,0.01049
60,0.25,0.010497,5.205256462097168,477.02,0.01035
60,0.3,0.010662,5.2680089473724365,443.78,0.01045
60,0.35,0.010696,5.316310405731201,417.02,0.01049
60,0.4,0.010625,5.3642168045043945,381.67,0.0104
60,0.45,0.010702,5.465151786804199,350.62,0.01052
60,0.5,0.010565,5.528514862060547,320.89,0.01038
60,0.55,0.010549,5.625831842422485,333.05,0.01036
60,0.6,0.010621,5.541730880737305,347.82,0.01047
60,0.65,0.010634,5.5309367179870605,361.43,0.01038
60,0.7,0.010603,5.640134572982788,376.55,0.01045
60,0.75,0.010619,5.729632377624512,389.92,0.01044
60,0.8,0.010438,5.865277528762817,404.0,0.01025
60,0.85,0.010601,5.806491374969482,418.65,0.01046
60,0.9,0.010654,5.963423013687134,432.38,0.01047
60,0.95,0.010609,5.970325469970703,446.56,0.0105
60,0.96,0.010561,6.065710544586182,449.4,0.01043
60,0.97,0.010489,5.9349870681762695,452.24,0.01038
60,0.98,0.010521,6.003968954086304,455.08,0.01045
60,0.99,0.010644,6.034467935562134,457.92,0.01057
65,0.05,0.010729,4.994454622268677,599.06,0.01055
65,0.1,0.010747,5.1076109409332275,573.02,0.01055
65,0.15,0.010655,5.16822361946106,537.1,0.01051
65,0.2,0.010795,5.231828689575195,505.89,0.01055
65,0.25,0.010688,5.36302924156189,477.02,0.01046
65,0.3,0.010568,5.418729782104492,443.78,0.01039
65,0.35,0.010663,5.494488000869751,417.02,0.01039
65,0.4,0.010651,5.6313817501068115,381.67,0.01049
65,0.45,0.010607,5.595149993896484,350.62,0.01043
65,0.5,0.010359,5.6636364459991455,320.89,0.01024
65,0.55,0.010567,5.740179777145386,334.19,0.01042
65,0.6,0.010726,5.697944641113281,349.11,0.01056
65,0.65,0.010566,5.833861589431763,362.88,0.01038
65,0.7,0.010741,5.8534791469573975,378.05,0.01062
65,0.75,0.010627,5.912665367126465,391.48,0.01046
65,0.8,0.010612,5.963242053985596,405.61,0.01043
65,0.85,0.010685,6.120778799057007,420.32,0.01053
65,0.9,0.01056,6.1753199100494385,434.11,0.01044
65,0.95,0.010448,6.276549816131592,448.4,0.01032
65,0.96,0.010546,6.175869464874268,451.45,0.01047
65,0.97,0.010625,6.245589256286621,454.17,0.01053
65,0.98,0.010502,6.341889381408691,457.02,0.01038
65,0.99,0.010547,6.258833169937134,460.03,0.01048
70,0.05,0.010822,5.060371160507202,599.06,0.01052
70,0.1,0.010616,4.995233058929443,573.02,0.01044
70,0.15,0.01044,5.124927282333374,537.1,0.0103
70,0.2,0.010574,5.196103811264038,505.89,0.01041
70,0.25,0.010513,5.290203332901001,477.02,0.01033
70,0.3,0.010915,5.323990106582642,443.78,0.01078
70,0.35,0.010649,5.381033182144165,417.02,0.01044
70,0.4,0.01081,5.480881690979004,381.67,0.01061
70,0.45,0.010483,5.47942590713501,350.62,0.0103
70,0.5,0.010614,5.605141878128052,321.04,0.01043
70,0.55,0.010777,5.7043068408966064,334.89,0.01056
70,0.6,0.010728,5.674950838088989,349.63,0.01052
70,0.65,0.010453,5.7325427532196045,363.5,0.0103
70,0.7,0.010758,5.762704372406006,378.98,0.01058
70,0.75,0.010788,5.901017665863037,392.32,0.01061
70,0.8,0.010583,5.924995422363281,406.46,0.01044
70,0.85,0.010739,5.987116098403931,421.46,0.01058
70,0.9,0.010469,6.08963418006897,435.35,0.01033
70,0.95,0.0105,6.175572156906128,449.51,0.01037
70,0.96,0.010505,6.179847717285156,452.48,0.0104
70,0.97,0.010478,6.211665153503418,455.44,0.01037
70,0.98,0.010552,6.117920398712158,458.41,0.01042
70,0.99,0.010455,6.187062978744507,461.18,0.01038
75,0.05,0.010689,5.082784175872803,599.06,0.01041
75,0.1,0.010664,5.08380651473999,573.02,0.01049
75,0.15,0.010673,5.194449424743652,537.1,0.01059
75,0.2,0.010779,5.217716455459595,505.89,0.01058
75,0.25,0.010584,5.264880418777466,477.02,0.01043
75,0.3,0.010638,5.443802833557129,443.78,0.01045
75,0.35,0.010678,5.383019208908081,417.02,0.01048
75,0.4,0.010629,5.480962038040161,381.67,0.01042
75,0.45,0.010588,5.507200002670288,350.62,0.01036
75,0.5,0.010807,5.567991495132446,322.02,0.01065
75,0.55,0.010628,5.557363271713257,335.95,0.01041
75,0.6,0.010563,5.6614768505096436,350.96,0.01037
75,0.65,0.010569,5.60686182975769,364.82,0.0104
75,0.7,0.010635,5.799177408218384,380.18,0.01046
75,0.75,0.010634,5.721285581588745,393.79,0.01046
75,0.8,0.01072,5.9047558307647705,408.11,0.01056
75,0.85,0.010503,5.948518991470337,423.01,0.01033
75,0.9,0.010377,6.060426235198975,436.97,0.01022
75,0.95,0.010649,6.118975877761841,451.41,0.01054
75,0.96,0.010663,6.054755926132202,454.01,0.01052
75,0.97,0.010628,6.001802444458008,457.03,0.01054
75,0.98,0.010679,6.149311065673828,459.92,0.01058
75,0.99,0.010476,6.198153734207153,462.66,0.01041
80,0.05,0.010624,5.0727925300598145,599.06,0.01035
80,0.1,0.0106,5.016925573348999,573.02,0.01046
80,0.15,0.010512,5.15883731842041,537.1,0.01032
80,0.2,0.010501,5.143534421920776,505.89,0.01033
80,0.25,0.010777,5.274950265884399,477.02,0.01058
80,0.3,0.010596,5.312875986099243,443.78,0.01042
80,0.35,0.010459,5.375877857208252,417.02,0.01028
80,0.4,0.010736,5.408823490142822,381.67,0.01052
80,0.45,0.010597,5.460712671279907,350.62,0.0104
80,0.5,0.010601,5.534485340118408,322.81,0.01044
80,0.55,0.010625,5.623203277587891,336.8,0.01047
80,0.6,0.010647,5.638644218444824,351.88,0.01046
80,0.65,0.010556,5.679359197616577,365.81,0.01042
80,0.7,0.010535,5.753512859344482,381.24,0.01039
80,0.75,0.010632,5.767899751663208,394.92,0.01044
80,0.8,0.010629,5.82082462310791,409.31,0.01045
80,0.85,0.01059,5.920554876327515,424.28,0.01044
80,0.9,0.010584,5.908388614654541,438.32,0.01044
80,0.95,0.010384,5.988959789276123,452.82,0.01028
80,0.96,0.010614,6.023794412612915,455.72,0.01051
80,0.97,0.010699,6.0369179248809814,458.62,0.01058
80,0.98,0.010646,6.088830471038818,461.52,0.01055
80,0.99,0.01053,5.9682958126068115,464.42,0.01044
85,0.05,0.010615,5.0496838092803955,599.06,0.01044
85,0.1,0.01048,5.064455270767212,573.02,0.01029
85,0.15,0.010529,5.128890752792358,537.1,0.01039
85,0.2,0.010491,5.28016996383667,505.89,0.0103
85,0.25,0.010733,5.28863000869751,477.02,0.01046
85,0.3,0.01057,5.248654127120972,443.78,0.0104
85,0.35,0.010588,5.359111547470093,417.02,0.01037
85,0.4,0.010712,5.453192710876465,381.67,0.01051
85,0.45,0.01064,5.43456506729126,350.62,0.01046
85,0.5,0.010601,5.538093328475952,323.77,0.01039
85,0.55,0.010729,5.517780065536499,337.83,0.01051
85,0.6,0.010666,5.556081295013428,353.22,0.01047
85,0.65,0.010544,5.578978776931763,367.36,0.01035
85,0.7,0.010655,5.635027647018433,382.73,0.01047
85,0.75,0.010614,5.701623201370239,396.37,0.01048
85,0.8,0.010708,5.761467456817627,411.07,0.0105
85,0.85,0.010545,5.813701629638672,426.36,0.01041
85,0.9,0.010477,5.890266418457031,440.32,0.01034
85,0.95,0.010492,5.88808012008667,454.74,0.01036
85,0.96,0.010706,5.981073379516602,457.96,0.01059
85,0.97,0.010502,5.963202238082886,460.78,0.01039
85,0.98,0.010552,5.92414116859436,463.56,0.01047
85,0.99,0.010622,5.952644348144531,466.77,0.01053
90,0.05,0.010615,5.058393955230713,599.06,0.0105
90,0.1,0.010669,5.053290605545044,573.02,0.01042
90,0.15,0.010553,5.119414567947388,537.1,0.01038
